Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD,Popularity_Tier,Revenue_Per_Episode,Character_encoded,Country_encoded
Peppa Pig,Canada,0.8041428772650818,0.40536512667660207,0.02019915988168945,High,0.049706922557270924,5,2
Doraemon,South Korea,0.6157504250274595,0.706408345752608,0.27574259136348006,Medium,0.3897926749367354,0,15
Mr Bean,Spain,0.04264592934616907,0.10730253353204172,0.25475388179424874,Low,2.3522430499640974,3,16
Mr Bean,India,1.0,0.32786885245901637,0.15484885298366305,High,0.4708529002543964,3,7
Paw Patrol,Russia,0.5046317576609416,0.16691505216095381,0.28192455366366287,Medium,1.6789713014734737,4,12
Motu Patlu,Australia,0.1528238814920725,0.20268256333830104,0.21877025214215917,Low,1.0740745233984446,2,0
Shinchan,Australia,0.7036110195532509,1.0,0.1552478985764986,High,0.15509280577072787,7,0
Mickey Mouse,China,0.5023119525547877,0.09538002980625931,1.0,Medium,10.375593388071934,1,3
Motu Patlu,Japan,0.3580749743187334,0.5782414307004471,0.39098236820849064,Medium,0.6749903364745433,2,9
Motu Patlu,South Africa,0.39690641765789936,1.0,0.33357247870189244,Medium,0.33323923946243006,2,14
Pokemon,Russia,0.22919474057471412,0.5663189269746647,1.0,Low,1.7626769572675618,6,12
Doraemon,South Korea,1.0,0.07153502235469449,0.5096536275958586,High,7.0263110295005475,0,15
Motu Patlu,Australia,0.21582896687996234,0.33979135618479883,0.4559599879939032,Low,1.3379446975957119,2,0
Spongebob Squarepants,India,0.4423801008484437,0.7690014903129657,1.0,Medium,1.2986987851069636,8,7
Doraemon,Russia,0.3004457583497048,0.8405365126676602,0.4839084088519351,Low,0.5750296054510475,0,12
Tom And Jerry,Russia,0.0,0.19672131147540983,0.13207326439146452,,0.6679768781924663,9,12
Mr Bean,China,0.904535007374334,0.16691505216095381,0.01513432446107436,High,0.09013083857763661,3,3
Tom And Jerry,Russia,0.7286761434803727,1.0,0.09581041495504275,High,0.09571470025478797,9,12
Shinchan,Italy,0.2623347302007193,0.06557377049180328,0.28650443396668746,Low,4.303563278002446,7,8
Spongebob Squarepants,Germany,0.8722885429096371,0.5901639344262295,1.0,High,1.6915781592301933,8,6
Shinchan,India,0.8076867429258257,0.45305514157973176,0.23392143563647377,High,0.5151828802612454,7,7
Mickey Mouse,Australia,0.3559864885092068,0.488822652757079,1.0,Medium,2.041555233044595,1,0
Peppa Pig,Unknown,0.8447866449245673,0.20268256333830104,0.05679716865876071,High,0.2788514035166819,5,22
Paw Patrol,Germany,0.838717161316968,0.10730253353204172,0.2604147641431885,High,2.404512208997805,4,6
Pokemon,Saudi Arabia,0.8485572998206274,1.0,0.0,High,0.0,6,13
Spongebob Squarepants,France,0.2373919303400147,0.21460506706408344,0.825321565621379,Low,3.827932139350287,8,5
Spongebob Squarepants,Uk,0.4861344668698485,0.07153502235469449,0.832749571547872,Medium,11.480655061712767,8,21
Peppa Pig,France,0.6925807686645853,0.12518628912071536,1.0,High,7.9247912508414915,5,5
Motu Patlu,Nigeria,0.5046317576609416,0.22652757078986588,0.11183748785758892,Medium,0.49153378410072746,2,11
Pokemon,Saudi Arabia,0.5101605941835873,0.2503725782414307,1.0,Medium,3.978158663907844,6,13
Pokemon,Canada,0.5893036973465503,0.5067064083457526,0.3051344615116723,Medium,0.60100573184783,6,2
Peppa Pig,Usa,0.8950287362878413,0.4947839046199702,0.47843068235495984,High,0.9649984154319975,5,23
Doraemon,Egypt,0.9832493269832664,0.26825633383010433,0.11144580068212612,High,0.41390224362352906,0,4
Shinchan,Mexico,1.0,0.27421758569299554,0.47422564856583815,High,1.7230935565826653,7,10
Peppa Pig,Australia,0.724804791695506,0.32190760059612517,0.3115572297536668,High,0.9648494776168035,5,0
Pokemon,Russia,0.03213749084854989,0.46497764530551416,0.44422613383171394,Low,0.9533206974777964,6,12
Peppa Pig,Usa,0.01818611456396313,0.31594634873323396,1.0,Low,3.1551081247560786,5,23
Spongebob Squarepants,Nigeria,0.8181730488808284,0.5365126676602087,1.0,High,1.8604212703544227,8,11
Mickey Mouse,Japan,0.6026137140269001,0.46497764530551416,0.8559547813325906,Medium,1.836900954275159,1,9
Peppa Pig,Uae,0.23189523938421175,0.32786885245901637,0.18304107366305936,Low,0.5565777126487523,5,20
Motu Patlu,UK,0.8037951374130414,0.5067064083457526,0.08425028878495054,High,0.1659429296145014,2,18
Mickey Mouse,China,0.20887951913510214,0.21460506706408344,1.0,Low,4.638109918366501,1,3
Mr Bean,India,0.07551653966028105,0.34575260804769004,0.5250212749021655,Low,1.5141090873351344,3,7
Tom And Jerry,China,0.6230566328226131,0.6885245901639344,0.45234177244428775,Medium,0.656019783626199,9,3
Shinchan,Spain,0.2847391810485542,0.11326378539493294,0.03840053607239566,Low,0.33606917484547594,7,16
Spongebob Squarepants,Uae,0.5046317576609416,0.6706408345752608,1.0,Medium,1.4888910091840832,8,20
Spongebob Squarepants,China,0.9340153191683769,0.7332339791356185,0.829443416334267,High,1.129671793875209,8,3
Doraemon,South Korea,0.7492222219755188,0.45603576751117736,0.3588532837679738,High,0.785175492329925,0,15
Motu Patlu,Saudi Arabia,0.5046317576609416,0.39344262295081966,0.09280069770919915,Medium,0.23527046092270262,2,13
Doraemon,Egypt,0.6909263914576214,0.4918032786885246,0.06260909706444344,High,0.1270468354655883,0,4
Motu Patlu,Canada,0.03355223456138212,0.26825633383010433,0.22019549228072047,Low,0.8177913185866211,2,2
Tom And Jerry,Usa,0.22351294212590536,0.17883755588673622,0.5136574755251979,Low,2.8562302962385973,9,23
Paw Patrol,South Africa,0.4019512984556293,0.05365126676602086,0.2569349300933505,Medium,4.701353606191219,4,14
Tom And Jerry,India,0.12241011247195877,0.31296572280178836,0.010147490693627621,Low,0.03232037753380453,9,7
Pokemon,Uk,0.25576731330172986,0.11326378539493294,1.0,Low,8.751679252911792,6,21
Paw Patrol,Nigeria,0.6846044510092189,0.36363636363636365,0.5363172891333702,High,1.470827768752698,4,11
Pokemon,UAE,0.06407123591782304,0.27421758569299554,0.17334530083985603,Low,0.6298481995740717,6,17
Mickey Mouse,Australia,0.5046317576609416,0.5961251862891207,1.0,Medium,1.6746907063401144,1,0
Tom And Jerry,Japan,0.9659952426106004,0.40238450074515647,0.026905120028031,High,0.06669844770518009,9,9
Paw Patrol,Japan,0.6443156495122441,0.34575260804769004,0.4914253743912132,Medium,1.417221854964753,4,9
Paw Patrol,Australia,0.41963806457887487,0.26825633383010433,0.40378288426878856,Medium,1.4996226032089108,4,0
Mickey Mouse,Unknown,0.053112246648719615,0.5961251862891207,0.16945604166173464,Low,0.28378645810409026,1,22
Peppa Pig,India,0.06364613642636874,0.5424739195230999,0.2012712023250118,Low,0.370341970598383,5,7
Spongebob Squarepants,Mexico,0.5727052196348648,0.17883755588673622,0.7966028755665947,Medium,4.429569072148114,8,10
Paw Patrol,Uk,0.21842826327636033,0.47690014903129657,0.09869218699760925,Low,0.2065121494472397,4,21
Motu Patlu,Mexico,0.4832610762311903,0.35171385991058124,0.2279061099444019,Medium,0.6461501399524812,2,10
Paw Patrol,Usa,0.10874026587549268,0.03576751117734724,0.12441915818022524,Low,3.3839428940428493,4,23
Pokemon,China,0.7324940797331476,0.07153502235469449,0.7264463218828722,High,10.015111297968138,6,3
Mr Bean,USA,0.610991978424265,1.0,0.045496527101532167,Medium,0.045451076025506666,3,19
Shinchan,Australia,0.7201940798069734,0.28017883755588674,0.41749095930322383,High,1.4847879838049471,7,0
Mr Bean,Usa,0.5675005277020373,0.5245901639344263,0.051631458981151145,Medium,0.09823520781791646,3,23
Spongebob Squarepants,Unknown,0.2778556317766258,0.22354694485842028,0.3837057154797472,Low,1.7087995373158096,8,22
Doraemon,Uk,0.20789649084962095,0.13412816691505217,0.15973891530614853,Low,1.1821289295411506,0,21
Paw Patrol,Australia,0.8393468923281969,0.10134128166915052,0.34714451371425065,High,3.3920282026220994,4,0
Mickey Mouse,Japan,0.5298729209870193,0.5484351713859911,1.0,Medium,1.8200509397267481,1,9
Shinchan,Mexico,0.41053603966352614,0.22056631892697467,0.38086276942545705,Medium,1.7189560727006723,7,10
Doraemon,Germany,0.6029127139396828,0.29806259314456035,1.0,Medium,3.343781612689427,0,6
Mickey Mouse,South Africa,0.7403649439081452,0.20864381520119224,1.0,High,4.769995237113549,1,14
Pokemon,Australia,0.5527573737594061,0.29806259314456035,1.0,Medium,3.343781612689427,6,0
Tom And Jerry,Nigeria,0.6813349826584343,0.07153502235469449,0.4288816081616294,High,5.912752133230328,9,11
Paw Patrol,South Africa,0.5890852087525758,0.07153502235469449,0.4162544434029737,Medium,5.738668437537657,4,14
Spongebob Squarepants,Australia,0.0,0.2593144560357675,1.0,,3.8415077488535587,8,0
Shinchan,India,0.7719498748616768,0.39940387481371087,0.4286711790574099,High,1.0705969797541308,7,7
Mr Bean,Spain,0.8301888196313307,0.31594634873323396,0.34714451371425065,High,1.0952784756843303,3,16
Motu Patlu,Australia,1.0,0.10134128166915052,0.23715792253960188,High,2.317324140089308,2,0
Paw Patrol,Japan,0.2800459306826326,0.35171385991058124,0.0,Low,0.0,4,9
Spongebob Squarepants,Canada,0.07907357709300533,0.11624441132637854,0.6503003627677333,Low,5.546536124075568,8,2
Pokemon,Nigeria,0.34015402571544295,0.30998509687034276,0.17060234493406037,Medium,0.5485868829437465,6,11
Motu Patlu,Unknown,0.9815851781711709,0.5842026825633383,0.0,High,0.0,2,22
Mickey Mouse,Mexico,0.5046317576609416,0.23248882265275708,0.8990385686373467,Medium,3.850456559003642,1,10
Pokemon,UK,0.5022811408190776,0.10730253353204172,0.36355049235029296,Medium,3.3568050579604876,6,18
Spongebob Squarepants,Russia,1.0,0.22354694485842028,0.8301217808267828,High,3.696874082834595,8,12
Tom And Jerry,India,0.2400038314198315,0.45603576751117736,0.10769299955048901,Low,0.23563363571507617,9,7
Pokemon,South Africa,0.5046317576609416,0.5603576751117735,1.0,Medium,1.7813954352737535,6,14
Doraemon,Japan,0.19765658523868468,0.5901639344262295,0.1582071987893328,Low,0.2676198421050248,0,9
Mickey Mouse,Nigeria,0.8624290482226252,0.30998509687034276,1.0,High,3.2155881746864683,1,11
Doraemon,Saudi Arabia,0.5553453833358438,0.5365126676602087,0.20158056985797881,Medium,0.3750247798539494,0,13
Mr Bean,Uk,1.0,0.36959761549925485,0.1941316935831294,High,0.5238341680142832,3,21
Mickey Mouse,Japan,0.37160210607580946,0.22652757078986588,1.0,Medium,4.39507175560519,1,9
Mickey Mouse,Germany,0.2423003837575176,0.0,0.0488811512271539,Low,48.88115122715389,1,6
Shinchan,Brazil,0.2700411145930678,0.26229508196721313,0.29343758355430943,Low,1.1144818253416895,7,1
Pokemon,Australia,0.48230182752541817,0.14307004470938897,0.5937077886241238,Medium,4.120966227377259,6,0
Tom And Jerry,UAE,1.0,0.5812220566318927,0.5299704363948706,High,0.9102548252134357,9,17
Mr Bean,Egypt,0.5290077207992517,0.22056631892697467,0.016808700877545657,Medium,0.07586306871436349,3,4
Pokemon,Saudi Arabia,0.7281334056027281,0.13710879284649777,0.5037341537879855,High,3.6473720710010493,6,13
Tom And Jerry,Usa,0.7133018783508028,0.61698956780924,0.22449910830895126,High,0.3632732978079159,9,23
Spongebob Squarepants,Japan,0.5044576023412933,0.13412816691505217,0.6406765963323692,Medium,4.741251294669957,8,9
Mr Bean,Mexico,1.0,0.5842026825633383,0.1914091400501653,High,0.32708178850401715,3,10
Pokemon,Italy,0.924589834241376,0.44709388971684055,1.0,High,2.231675153240585,6,8
Pokemon,Germany,0.5046317576609416,0.29210134128166915,0.5222634467199027,Medium,1.7818528036622312,6,6
Doraemon,Spain,0.5256574311726859,0.5812220566318927,0.1853063578317441,Medium,0.3182743692393351,0,16
Pokemon,Australia,0.940045914727138,0.03576751117734724,0.6352330056010146,High,17.2770194462438,6,0
Peppa Pig,Canada,0.9855627552071481,0.07153502235469449,0.24366710420758472,High,3.359302807077918,5,2
Mickey Mouse,China,1.0,0.35171385991058124,1.0,High,2.8351593562371393,1,3
Spongebob Squarepants,Saudi Arabia,0.6861654078948493,0.8584202682563338,0.45967841402032317,High,0.5348703434152868,8,13
Peppa Pig,India,0.48071839701731733,0.45901639344262296,0.39175140139045755,Medium,0.8516031319203845,5,7
Tom And Jerry,Spain,0.3232969807977205,0.37555886736214605,0.07192895642912925,Low,0.1910164987827876,9,16
Tom And Jerry,Unknown,0.5556303665168928,0.38450074515648286,0.11283553433442008,Medium,0.2926986153778192,9,22
Peppa Pig,Brazil,0.49137581881771286,0.4172876304023845,0.5103240286139198,Medium,1.220031364836197,5,1
Mr Bean,Brazil,0.14817477961971326,0.09538002980625931,0.02209098339788913,Low,0.2292070612791453,3,1
Shinchan,Brazil,0.7775276992490102,1.0,0.18387217216307633,High,0.18368848367939694,7,1
Mr Bean,France,0.698108204451538,0.21460506706408344,0.36731655210839537,High,1.7036545435141341,3,5
Spongebob Squarepants,South Africa,0.7261816738570737,0.11624441132637854,1.0,High,8.529191188620965,8,14
Motu Patlu,South Korea,0.8362983762300984,0.08941877794336811,0.37864175630753366,High,4.1876451431879325,2,15
Spongebob Squarepants,Japan,0.31544213274857646,0.13412816691505217,1.0,Low,7.400381599408852,8,9
Mr Bean,Uk,0.5046317576609416,0.12518628912071536,0.5235114596839043,Medium,4.148719035418264,3,21
Tom And Jerry,Egypt,0.1544190409330245,0.0,0.31679372847358095,Low,316.7937284735809,9,4
Motu Patlu,Australia,0.9627587650499624,1.0,0.08509081608112629,High,0.08500581027085544,2,0
Motu Patlu,Uk,0.06125972293206827,0.07749627421758569,0.3199195065668408,Low,4.075601163948856,2,21
Motu Patlu,South Korea,0.23546131014754434,0.10134128166915052,0.2787707028355643,Low,2.723932105294282,2,15
Mickey Mouse,Germany,0.2890331125488498,0.13710879284649777,0.38528165096268974,Low,2.7896967529859915,1,6
Doraemon,Saudi Arabia,1.0,0.4202682563338301,0.0670431226482363,High,0.15914591626649552,0,13
Mickey Mouse,India,0.5322344090308673,0.5126676602086438,1.0,Medium,1.9467840346301255,1,7
Tom And Jerry,Mexico,0.9199407032646044,0.8941877794336811,0.23463292537112923,High,0.26210470111596484,9,10
Mr Bean,Spain,0.17987618213328582,0.5245901639344263,0.4625748545872535,Low,0.8801056152279237,3,16
Motu Patlu,Italy,0.6646628985213212,0.36959761549925485,0.34714451371425065,High,0.9367154541633812,2,8
Pokemon,Unknown,0.7592919268431966,0.5782414307004471,0.8213648266130911,High,1.4180008250098004,6,22
Tom And Jerry,South Africa,0.5046317576609416,0.041728763040238454,0.1414900603828405,Medium,3.311353999403089,9,14
Mr Bean,Mexico,0.5046317576609416,0.518628912071535,0.32254296443586067,Medium,0.6207178949108544,3,10
Spongebob Squarepants,Mexico,0.9930816111570404,0.6348733233979136,1.0,High,1.5726402778721777,8,10
Peppa Pig,Australia,0.5046317576609416,0.47690014903129657,0.5282193133621509,Medium,1.1052922130969225,5,0
Pokemon,Germany,0.9460127322416048,0.20864381520119224,0.6583668289316461,High,3.1404066382775024,6,6
Doraemon,Canada,0.5193838508394,0.22652757078986588,0.11757084626815474,Medium,0.5167323057157668,0,2
Peppa Pig,Australia,0.5046317576609416,0.18479880774962743,0.2593903449442849,Medium,1.3960818591141098,5,0
Spongebob Squarepants,Mexico,0.15182048514359692,0.12518628912071536,1.0,Low,7.9247912508414915,8,10
Peppa Pig,South Korea,0.5461956962831478,1.0,0.1426490758569048,Medium,0.1425065692876172,5,15
Mr Bean,Mexico,0.024288573052026363,0.26229508196721313,0.518622960383165,Low,1.9697404011813129,3,10
Motu Patlu,China,0.20899587949926635,0.35171385991058124,0.21217915892385544,Low,0.6015617276214956,2,3
Tom And Jerry,Germany,0.0,1.0,0.11133164869202085,,0.11122042826375711,9,6
Doraemon,Egypt,0.5046317576609416,0.8315946348733234,0.09875395984584188,Medium,0.11860989214861681,0,4
Motu Patlu,Japan,0.35701931315943336,0.5245901639344263,0.37633581254752746,Medium,0.7160252195938733,2,9
Mr Bean,Australia,0.5046317576609416,0.20864381520119224,0.09953069750576522,Medium,0.4747609530490895,3,0
Mr Bean,Egypt,0.059523095640568686,0.11326378539493294,1.0,Low,8.751679252911792,3,4
Paw Patrol,China,0.7366354793414572,0.2444113263785395,0.5267991841131585,High,2.1465968661144306,4,3
Tom And Jerry,Germany,0.9730073144764444,0.14307004470938897,0.15497055057334666,High,1.0756611541694574,9,6
Spongebob Squarepants,Unknown,1.0,0.7511177347242921,0.2635396246687717,High,0.35039676968311195,8,22
Paw Patrol,Germany,0.5936352866937796,0.32190760059612517,0.04004413152903784,Medium,0.12401111480532416,4,6
Spongebob Squarepants,Egypt,0.6233714341106182,0.5812220566318927,0.5950152666081795,Medium,1.02197307681934,8,4
Pokemon,South Africa,0.6063093562920115,0.029806259314456036,1.0,Medium,32.460935610275264,6,14
Spongebob Squarepants,Italy,0.3224932193825768,0.33979135618479883,0.6239642380201732,Low,1.830927418481295,8,8
Paw Patrol,Egypt,0.8551308292673574,0.4828614008941878,0.33888604545432127,High,0.7003783414590449,4,4
Paw Patrol,Canada,0.5046317576609416,0.05365126676602086,0.18836270503640362,Medium,3.446630173145724,4,2
Shinchan,Brazil,0.5046317576609416,0.39940387481371087,0.3955668273060037,Medium,0.987919578675512,7,1
Mr Bean,Saudi Arabia,0.0911109541327486,0.14307004470938897,0.2779986018945105,Low,1.9296072438602738,3,13
Tom And Jerry,Egypt,0.5046317576609416,0.2414307004470939,0.502755885571002,Medium,2.0738127829677224,9,4
Doraemon,Nigeria,0.04411335458576405,0.7332339791356185,0.3049480815236541,Low,0.4153282062519854,0,11
Shinchan,Canada,0.03632819063366078,0.38152011922503726,0.2063887200602464,Low,0.5395499731579545,7,2
Mickey Mouse,Australia,0.4608778547802389,0.14903129657228018,1.0,Medium,6.6652759980530645,1,0
Peppa Pig,Brazil,0.5046317576609416,0.5007451564828614,0.04093250610472215,Medium,0.08158027152997603,5,1
Pokemon,Uk,0.7040584459579361,0.13710879284649777,0.5441385059748898,High,3.9399265952579667,6,21
Tom And Jerry,Australia,0.48163238009497233,1.0,0.4559868525300735,Medium,0.4555313212088647,9,0
Spongebob Squarepants,China,0.8034399992827805,0.2593144560357675,0.7541457031308515,High,2.8970565623417817,8,3
Doraemon,Unknown,0.34642550570142805,0.7511177347242921,0.24759899867267907,Medium,0.32920244695924206,0,22
Paw Patrol,Usa,0.08447238639748356,0.05961251862891207,0.26165614568450596,Low,4.316866409832644,4,23
Mickey Mouse,Germany,0.22944449884378826,0.23845007451564829,1.0,Low,4.176235910649713,1,6
Tom And Jerry,Uae,0.8197089952760294,0.8047690014903129,0.4640205817607616,High,0.5758729622292874,9,20
Pokemon,Nigeria,0.8467720348539358,0.22056631892697467,1.0,High,4.513321360588144,6,11
Spongebob Squarepants,Egypt,0.6631740322756005,0.29508196721311475,0.5978104247309585,High,2.019070699772353,8,4
Paw Patrol,Canada,0.39685425936067986,0.17287630402384502,0.21699511761834753,Medium,1.2479855655810885,4,2
Mickey Mouse,Mexico,0.95845544127013,0.10730253353204172,0.31568446259546784,High,2.9148391297981164,1,10
Mickey Mouse,Brazil,0.8675985820398506,0.14903129657228018,0.0,High,0.0,1,1
Mickey Mouse,Egypt,0.3222789754884622,0.35171385991058124,0.7312717784430071,Low,2.0732720246048637,1,4
Shinchan,Usa,0.8586958120686861,0.029806259314456036,0.22212747679660988,High,7.210465721567666,7,23
Mr Bean,China,0.5046317576609416,0.16095380029806258,0.23860395694812467,Medium,1.4732840878632907,3,3
Spongebob Squarepants,Australia,0.35443360446163397,0.029806259314456036,0.2956352252912344,Medium,9.596596012307982,8,0
Mr Bean,South Korea,0.7380398369799968,1.0,0.202424132087239,High,0.20222191017706195,3,15
Spongebob Squarepants,Spain,0.8157990743860443,0.47690014903129657,0.39415943308149687,High,0.8247736140707591,8,16
Peppa Pig,Usa,0.2604422949660803,0.11326378539493294,0.2542816074185803,Low,2.22539106804225,5,23
Pokemon,Mexico,0.5081644928434091,0.47690014903129657,1.0,Medium,2.0924873156599757,6,10
Pokemon,Australia,0.39379198540014154,0.40536512667660207,0.0673235393206891,Medium,0.1656725316743709,6,0
Motu Patlu,Saudi Arabia,0.12458081844350063,0.20864381520119224,0.29688210870284076,Low,1.4161262444967773,2,13
Spongebob Squarepants,Canada,0.5173056868473226,0.32190760059612517,0.46409130379683594,Medium,1.4372263240012597,8,2
Motu Patlu,Uae,0.8301597379418612,0.28614008941877794,0.13312201051672418,High,0.46361346054529184,2,20
Pokemon,India,0.3553646990038618,0.45305514157973176,0.32462236659383537,Medium,0.7149404045165556,6,7
Pokemon,Saudi Arabia,0.35684985679760084,0.5961251862891207,0.21898566642397704,Medium,0.3667332603819308,6,13
Peppa Pig,Nigeria,0.915802587938048,0.22652757078986588,0.4139621108853349,High,1.8193931814428392,5,11
Pokemon,Japan,0.17615731949823576,1.0,1.0,Low,0.9990009990009991,6,9
Paw Patrol,Australia,0.7291625246128228,0.28614008941877794,0.33871776214188015,High,1.1796254672327522,4,0
Peppa Pig,Spain,0.34745521060385853,0.29210134128166915,0.05272017693319758,Medium,0.17987013195730728,5,16
Spongebob Squarepants,Brazil,0.7836861156912511,0.6527570789865872,1.0,High,1.5296201481292357,8,1
Motu Patlu,France,0.7572420008697323,0.5842026825633383,0.46837147856326616,High,0.8003577094207405,2,5
Paw Patrol,India,0.6317862111832534,0.5842026825633383,0.5144210478010331,Medium,0.8790476584074027,4,7
Shinchan,Germany,0.15608116479156742,0.4292101341281669,0.4832706436731603,Low,1.1233362613656743,7,6
Spongebob Squarepants,UAE,0.29810108002001545,0.39344262295081966,1.0,Low,2.5352229749386974,8,17
Spongebob Squarepants,Egypt,0.35909391188455464,0.08941877794336811,0.1615213032606869,Medium,1.786369014651496,8,4
Pokemon,South Africa,0.6084486622714452,0.18479880774962743,0.8694132456473207,Medium,4.679326289428594,6,14
Shinchan,Brazil,0.5988913257060688,0.07749627421758569,0.3053136034667884,Medium,3.8895298727234153,7,1
Spongebob Squarepants,Canada,0.5476979333476829,0.8137108792846498,0.17693497969164418,Medium,0.21717517734266722,8,2
Shinchan,Saudi Arabia,0.15204445682368783,0.5424739195230999,0.18303652062003048,Low,0.33678988824458334,7,13
Mickey Mouse,Canada,0.7102107271382565,0.35767511177347244,0.9039148761237226,High,2.5201494233996526,1,2
Mickey Mouse,France,0.8751506734518109,0.45305514157973176,0.34714451371425065,High,0.7645426335367074,1,5
Mickey Mouse,Nigeria,0.5802741216818565,0.5007451564828614,0.006343861315592986,Medium,0.012643592536223474,1,11
Doraemon,Uk,0.7280224383294981,0.6885245901639344,0.38748942660712377,High,0.5619660736319761,0,21
Mickey Mouse,Egypt,0.972452602397207,0.4232488822652757,0.25126426633859117,High,0.5922567550371998,1,4
Doraemon,Australia,0.3357072215924186,0.563338301043219,0.07174767013675976,Medium,0.12713592184710687,0,0
Mickey Mouse,Spain,0.20932994179445785,0.10134128166915052,0.5374978413145807,Low,5.252013972740802,1,16
Pokemon,France,0.5046317576609416,0.35767511177347244,0.39967012583668743,Medium,1.1142956751599373,6,5
Mickey Mouse,South Africa,0.1133738509351061,0.14307004470938897,1.0,Low,6.941068159013561,1,14
Mickey Mouse,Usa,0.17135209289655517,0.5007451564828614,1.0,Low,1.9930436538935636,1,23
Mickey Mouse,Germany,0.1426356021084304,0.4292101341281669,0.34022726616480303,Low,0.7908397296458004,1,6
Mr Bean,Nigeria,0.5046317576609416,0.10134128166915052,0.0209861270352574,Medium,0.2050602327133392,3,11
Shinchan,Russia,0.9952451055213858,0.07153502235469449,0.40555128026287673,High,5.591109881785669,7,12
Mr Bean,France,0.349432170059364,1.0,0.11558224785786994,Medium,0.11546678107679316,3,5
Doraemon,Australia,0.6595142756365054,0.27421758569299554,0.02478959923863151,Medium,0.09007272982288363,0,0
Tom And Jerry,Australia,0.5917316625631002,0.43815201192250375,0.2836077243504374,Medium,0.6458076398394939,9,0
Shinchan,Brazil,0.8587412390981831,0.20268256333830104,0.2231853662404423,High,1.0957509694619691,7,1
Tom And Jerry,Russia,0.7096416507846179,0.6616989567809239,0.4374480850123832,High,0.6601007599850433,9,12
Mickey Mouse,Italy,0.36087363228563485,0.11326378539493294,0.24628169830351507,Medium,2.155378429414754,1,8
Peppa Pig,Russia,0.9103540845143181,0.029806259314456036,0.40045836451972566,High,12.999253185270955,5,12
Peppa Pig,Nigeria,0.3047346281702338,0.16691505216095381,0.4622825514756258,Low,2.7530739235486053,5,11
Peppa Pig,Spain,0.5706553188732322,0.45305514157973176,0.43457111713126256,Medium,0.9570888584574088,5,16
Mr Bean,Egypt,0.3605520237849258,0.20864381520119224,0.45490674730480807,Medium,2.169903017974751,3,4
Mickey Mouse,Mexico,0.07271471521706774,0.08941877794336811,0.6736276966463836,Low,7.450086275975727,1,10
Mr Bean,Nigeria,0.5046317576609416,0.13114754098360656,1.0,Medium,7.567299342513335,3,11
Shinchan,Australia,0.8645416361327379,0.5901639344262295,0.3566465321527739,High,0.6032954843548213,7,0
Motu Patlu,Egypt,0.03204845919899191,0.5424739195230999,0.0,Low,0.0,2,4
Mickey Mouse,Egypt,0.9114986009879137,0.30402384500745155,0.7976604830336429,High,2.615075824692186,1,4
Motu Patlu,France,0.8323842767400244,0.029806259314456036,0.03276688311799634,High,1.0636436830426947,2,5
Spongebob Squarepants,India,0.08629337830359851,0.16095380029806258,0.4623839599508985,Low,2.855036183775367,8,7
Mickey Mouse,Italy,0.5046317576609416,0.46497764530551416,0.13508172929933343,Medium,0.2898888619662608,1,8
Peppa Pig,Uae,0.027306022964908916,0.10134128166915052,0.07738549719929444,Low,0.7561513392949946,5,20
Tom And Jerry,Australia,0.433804423249631,0.7242921013412816,0.4579659216596449,Medium,0.631422734113234,9,0
Pokemon,Brazil,0.03215093172930272,0.05365126676602086,1.0,Low,18.297837528292114,6,1
Shinchan,Usa,0.7718825638520573,0.18479880774962743,0.24231105793517027,High,1.3041583036512039,7,23
Shinchan,UAE,0.5447634794985792,0.12518628912071536,0.5351779753737,Medium,4.241173736884561,7,17
Tom And Jerry,Russia,0.4886147310181656,0.849478390461997,0.10390015015537062,Medium,0.12216671384081841,9,12
Mickey Mouse,Mexico,0.45101497471208585,0.28017883755588674,1.0,Medium,3.556455417101727,1,10
Shinchan,Unknown,0.9083598899495364,0.4232488822652757,0.06644310232712632,High,0.15661350001054467,7,22
Shinchan,Saudi Arabia,0.46011565175895974,0.4828614008941878,0.28650787447785986,Medium,0.5921279811706126,7,13
Pokemon,Germany,0.3925828608454278,0.2563338301043219,0.6543263551054096,Medium,2.5427140879228696,6,6
Shinchan,India,1.0,0.2563338301043219,0.4407060772526682,High,1.7125850770340145,7,7
Shinchan,Uk,0.6565471247124474,1.0,0.5192706685110432,Medium,0.5187519165944489,7,21
Peppa Pig,India,0.45126730155944506,0.11326378539493294,1.0,Medium,8.751679252911792,5,7
Motu Patlu,Saudi Arabia,0.7098097591838952,0.11922503725782414,0.22338497646834313,High,1.858057036732633,2,13
Motu Patlu,Usa,0.6281259255422441,0.0,0.3171864155157437,Medium,317.1864155157437,2,23
Mr Bean,Usa,1.0,0.30402384500745155,0.3577966715680497,High,1.1730121347047766,3,23
Peppa Pig,Saudi Arabia,0.8121806505015929,0.5245901639344263,1.0,High,1.9026231246686003,5,13
Tom And Jerry,Egypt,0.09872447650631166,0.35171385991058124,0.22007249722792102,Low,0.6239405995662122,9,4
Motu Patlu,UAE,0.4535225223781999,0.03576751117734724,0.5090146121922358,Medium,13.844141087957123,2,17
Mickey Mouse,South Korea,0.9838606243364517,1.0,0.2135192501209401,High,0.21330594417676338,1,15
Shinchan,Germany,0.5046317576609416,0.4113263785394933,1.0,Medium,2.4252632187688627,7,6
